struct_name,precision,bits,memory_requirements,population_time,cardinality_time,cardinality,cardinality_squared_error
HyperLogLog,16,3,26220,139576290,36868,4023176,1231638283264
HyperLogLog,16,4,32772,88656599,38822,5098118,1214522500
HyperLogLog,16,5,43696,104416247,42743,5098152,1212153856
HyperLogLog,16,6,52436,104980070,37485,5098152,1212153856
HashSet,0,0,75497520,722326920,65,5132968,0
HyperLogLog,4,1,8,7804328,503,18,369271336329
HyperLogLog,4,2,8,7896124,310,86,369188696881
HyperLogLog,4,3,12,8144318,1169,1378,367620304489
HyperLogLog,4,4,12,7500027,355,352845,64948522500
HyperLogLog,4,5,16,8030792,342,889936,79659982081
HyperLogLog,4,6,20,7522701,327,889936,79659982081
HyperLogLog,5,1,8,6658023,478,36,369249460281
HyperLogLog,5,2,12,7080449,375,178,369076905289
HyperLogLog,5,3,20,7727590,408,2854,365832635281
HyperLogLog,5,4,20,6446851,355,487238,14509888849
HyperLogLog,5,5,28,7530872,334,635852,792816649
HyperLogLog,5,6,32,6673394,328,635852,792816649
HyperLogLog,6,1,12,5854999,515,74,369203279641
HyperLogLog,6,2,20,6775579,446,363,368852158224
HyperLogLog,6,3,32,14027616,422,5808,362267960769
HyperLogLog,6,4,36,10060676,477,563079,1990587456
HyperLogLog,6,5,48,23535987,480,598728,80407089
HyperLogLog,6,6,56,18413286,484,598713,80676324
HyperLogLog,7,1,20,17950921,792,149,369112142116
HyperLogLog,7,2,36,14739232,524,732,368404083369
HyperLogLog,7,3,56,50193828,397,11718,355188584529
HyperLogLog,7,4,68,12465099,560,576588,967645449
HyperLogLog,7,5,92,14469338,507,584486,538657681
HyperLogLog,7,6,108,10016738,461,584480,538936225
HyperLogLog,8,1,36,8110818,856,300,368928686025
HyperLogLog,8,2,68,8542945,552,1471,367507538176
HyperLogLog,8,3,108,8697833,564,23536,341241737281
HyperLogLog,8,4,132,8407892,578,544468,3997653529
HyperLogLog,8,5,176,8389737,500,545910,3817386225
HyperLogLog,8,6,212,8489976,480,545910,3817386225
HyperLogLog,9,1,68,7876874,827,601,368563124836
HyperLogLog,9,2,132,7745794,662,2948,365718934009
HyperLogLog,9,3,212,8079723,762,47171,314187154576
HyperLogLog,9,4,260,7878189,643,567029,1653723556
HyperLogLog,9,5,348,9410965,812,567603,1607368464
HyperLogLog,9,6,416,8743125,708,567603,1607368464
HyperLogLog,10,1,132,7701505,1452,1204,367831333081
HyperLogLog,10,2,260,8281230,993,5902,362154814849
HyperLogLog,10,3,416,10168406,1291,94442,263428642009
HyperLogLog,10,4,516,8581484,973,571175,1333710400
HyperLogLog,10,5,688,9286628,905,571389,1318125636
HyperLogLog,10,6,824,8600662,1454,571389,1318125636
HyperLogLog,11,1,260,7881851,1911,2408,366372352369
HyperLogLog,11,2,516,8009588,2751,11811,355077741456
HyperLogLog,11,3,824,9025842,1631,186525,177384168900
HyperLogLog,11,4,1028,7833567,1565,580774,724740241
HyperLogLog,11,5,1372,8212159,1441,580814,722588161
HyperLogLog,11,6,1644,7838917,1481,580814,722588161
HyperLogLog,12,1,516,6929703,3029,4815,363464294400
HyperLogLog,12,2,1028,7291286,2608,23629,341133092356
HyperLogLog,12,3,1644,7914484,2537,335333,74181059044
HyperLogLog,12,4,2052,7389634,2691,592709,224580196
HyperLogLog,12,5,2736,8151461,2454,592722,224190729
HyperLogLog,12,6,3284,7926627,2737,592722,224190729
HyperLogLog,13,1,1028,7117782,5601,9636,357674567481
HyperLogLog,13,2,2052,7362716,4739,47264,314082905761
HyperLogLog,13,3,3284,7955370,4987,480054,16292224881
HyperLogLog,13,4,4100,7308244,4642,596015,136422400
HyperLogLog,13,5,5468,7334372,6355,596018,136352329
HyperLogLog,13,6,6560,7818470,4867,596018,136352329
HyperLogLog,14,1,2052,7114219,10792,19269,346245157476
HyperLogLog,14,2,4100,7303478,8920,94512,263356791489
HyperLogLog,14,3,6560,7700964,8086,558053,2464328164
HyperLogLog,14,4,8196,6651969,8201,595190,156375025
HyperLogLog,14,5,10928,7006496,7523,595191,156350016
HyperLogLog,14,6,13112,7173919,7991,595191,156350016
HyperLogLog,15,1,4100,6095656,18130,38541,323936275716
HyperLogLog,15,2,8196,6795021,15256,187063,176931279424
HyperLogLog,15,3,13112,7430738,15915,589647,325730304
HyperLogLog,15,4,16388,6956887,16144,600114,57471561
HyperLogLog,15,5,21852,7411660,15525,600114,57471561
HyperLogLog,15,6,26220,7596895,15469,600114,57471561
HyperLogLog,16,1,8196,6347212,40755,77058,281575625769
HyperLogLog,16,2,16388,7223500,30479,337637,72931323364
HyperLogLog,16,3,26220,8019355,31331,601845,34222500
HyperLogLog,16,4,32772,7728152,32826,604603,9560464
HyperLogLog,16,5,43696,8893345,32115,604603,9560464
HyperLogLog,16,6,52436,9041647,34264,604603,9560464
HashSet,0,0,9437232,30639682,51,607695,0
HyperLogLog,4,1,8,38011093,520,18,6563024185600
HyperLogLog,4,2,8,37181944,263,86,6562675779984
HyperLogLog,4,3,12,36861853,381,1378,6556057830400
HyperLogLog,4,4,12,34225241,315,352845,4879738434169
HyperLogLog,4,5,16,37281545,356,2029854,283028256016
HyperLogLog,4,6,20,35871922,414,2029854,283028256016
HyperLogLog,5,1,8,32035909,552,36,6562931959684
HyperLogLog,5,2,12,33563010,402,178,6562204422400
HyperLogLog,5,3,20,37010085,380,2854,6548501472016
HyperLogLog,5,4,20,32492919,528,730857,3352564662001
HyperLogLog,5,5,28,35662350,381,2372101,36007719049
HyperLogLog,5,6,32,36608613,288,2372101,36007719049
HyperLogLog,6,1,12,32460716,579,74,6562737262656
HyperLogLog,6,2,20,34124785,372,363,6561256635025
HyperLogLog,6,3,32,35406434,415,5808,6533391602500
HyperLogLog,6,4,36,30344970,375,1321671,1538063794969
HyperLogLog,6,5,48,31756883,342,2443435,14024006929
HyperLogLog,6,6,56,31096369,410,2443435,14024006929
HyperLogLog,7,1,20,27232616,566,149,6562353000681
HyperLogLog,7,2,36,28583199,659,732,6559366387876
HyperLogLog,7,3,56,31238017,290,11718,6503214019600
HyperLogLog,7,4,68,29129902,358,2064558,247307290000
HyperLogLog,7,5,92,32334497,368,2803937,58602242241
HyperLogLog,7,6,108,31849843,346,2803937,58602242241
HyperLogLog,8,1,36,27258581,631,300,6561579387364
HyperLogLog,8,2,68,30882916,474,1471,6555581589769
HyperLogLog,8,3,108,34788854,489,23536,6443078575684
HyperLogLog,8,4,132,33630318,635,2541151,428779849
HyperLogLog,8,5,176,39315877,833,2811455,62298662409
HyperLogLog,8,6,212,39806641,765,2811455,62298662409
HyperLogLog,9,1,68,38392711,1161,601,6560037420049
HyperLogLog,9,2,132,38245253,707,2948,6548020388100
HyperLogLog,9,3,212,39464521,710,47171,6323650707969
HyperLogLog,9,4,260,38675312,941,2567645,33489369
HyperLogLog,9,5,348,44832178,742,2635099,5364244081
HyperLogLog,9,6,416,39519461,635,2635099,5364244081
HyperLogLog,10,1,132,33917273,1335,1204,6556948907716
HyperLogLog,10,2,260,33531651,891,5902,6532911073936
HyperLogLog,10,3,416,36318544,851,94442,6088141717056
HyperLogLog,10,4,516,29067151,928,2463197,9733992921
HyperLogLog,10,5,688,30797410,804,2476587,7271143441
HyperLogLog,10,6,824,30440917,775,2476587,7271143441
HyperLogLog,11,1,260,26296689,1444,2408,6550784302500
HyperLogLog,11,2,516,28336017,1214,11811,6502739702209
HyperLogLog,11,3,824,30545411,1440,188984,5630531019876
HyperLogLog,11,4,1028,31595766,1638,2474588,7616052900
HyperLogLog,11,5,1372,39287125,1455,2478121,7011885169
HyperLogLog,11,6,1644,33342810,1233,2478121,7011885169
HyperLogLog,12,1,516,27700283,2497,4815,6538468903849
HyperLogLog,12,2,1028,28230238,2156,23629,6442606456441
HyperLogLog,12,3,1644,31793941,2194,377977,4769336222161
HyperLogLog,12,4,2052,28922468,2267,2508427,2854871761
HyperLogLog,12,5,2736,31988479,2147,2509341,2758035289
HyperLogLog,12,6,3284,30306907,2245,2509341,2758035289
HyperLogLog,13,1,1028,26854808,4694,9636,6513837137284
HyperLogLog,13,2,2052,28330288,3967,47264,6323182984836
HyperLogLog,13,3,3284,31766573,4282,749286,3285417255184
HyperLogLog,13,4,4100,29564634,4172,2560501,1841449
HyperLogLog,13,5,5468,33718398,4877,2560702,1336336
HyperLogLog,13,6,6560,33586338,4424,2560702,1336336
HyperLogLog,14,1,2052,29014346,9237,19269,6464758822921
HyperLogLog,14,2,4100,28926809,7867,94536,6087677851684
HyperLogLog,14,3,6560,32047410,7877,1368795,1423399321969
HyperLogLog,14,4,8196,29853653,7983,2566599,22477081
HyperLogLog,14,5,10928,30798593,7654,2566642,22886656
HyperLogLog,14,6,13112,30382741,7730,2566642,22886656
HyperLogLog,15,1,4100,27146908,17433,38541,6367128682489
HyperLogLog,15,2,8196,28977803,14950,189078,5630084928400
HyperLogLog,15,3,13112,33684103,15521,2019628,294013372900
HyperLogLog,15,4,16388,29607734,15774,2568806,48274704
HyperLogLog,15,5,21852,33232457,15557,2568818,48441600
HyperLogLog,15,6,26220,37050017,15654,2568818,48441600
HyperLogLog,16,1,8196,27890931,35305,77087,6174086922441
HyperLogLog,16,2,16388,30004633,30449,378145,4768602466369
HyperLogLog,16,3,26220,32752459,30618,2381203,32636229025
HyperLogLog,16,4,32772,33222292,32731,2562328,220900
HyperLogLog,16,5,43696,37408059,29873,2562329,221841
HyperLogLog,16,6,52436,34430096,33508,2562330,222784
HashSet,0,0,37748784,191034923,58,2561858,0
HyperLogLog,4,1,8,94902667,512,18,28361823638724
HyperLogLog,4,2,8,93406023,566,86,28361099364196
HyperLogLog,4,3,12,90630315,366,1378,28347339905284
HyperLogLog,4,4,12,87935896,327,352845,24728292290025
HyperLogLog,4,5,16,99248387,632,5827647,252051190209
HyperLogLog,4,6,20,85659057,348,5827647,252051190209
HyperLogLog,5,1,8,76960089,491,36,28361631918096
HyperLogLog,5,2,12,82981443,362,178,28360119478084
HyperLogLog,5,3,20,86266718,377,2854,28331624980516
HyperLogLog,5,4,20,85990527,376,730857,21111663236049
HyperLogLog,5,5,28,89119949,317,7675877,5523801976729
HyperLogLog,5,6,32,79267955,246,7695610,5616947400100
HyperLogLog,6,1,12,74283727,615,74,28361227176676
HyperLogLog,6,2,20,89812975,488,363,28358149106169
HyperLogLog,6,3,32,101811485,703,5808,28300186923264
HyperLogLog,6,4,36,96381062,455,1486880,14735771238400
HyperLogLog,6,5,48,102309950,462,6230448,818749903104
HyperLogLog,6,6,56,108239078,489,6230448,818749903104
HyperLogLog,7,1,20,88210641,977,149,28360428353401
HyperLogLog,7,2,36,78389458,341,732,28354219217424
HyperLogLog,7,3,56,79879971,307,11718,28237341909924
HyperLogLog,7,4,68,88706542,382,2865730,6050960416900
HyperLogLog,7,5,92,91280762,350,5920623,354052370529
HyperLogLog,7,6,108,81139976,346,5919910,353204376100
HyperLogLog,8,1,36,69973422,575,300,28358820090000
HyperLogLog,8,2,68,73721291,465,1471,28346349608641
HyperLogLog,8,3,108,83095931,490,23536,28111882660096
HyperLogLog,8,4,132,73612412,510,4590710,540063312100
HyperLogLog,8,5,176,77819328,422,6274622,900642756484
HyperLogLog,8,6,212,78756102,423,6274622,900642756484
HyperLogLog,9,1,68,69770017,727,601,28355614350001
HyperLogLog,9,2,132,73511774,568,2948,28330624313104
HyperLogLog,9,3,212,78612205,619,47171,27861812708041
HyperLogLog,9,4,260,76263956,570,5043140,79783651600
HyperLogLog,9,5,348,79679223,599,5537665,44971564225
HyperLogLog,9,6,416,79077278,642,5537665,44971564225
HyperLogLog,10,1,132,78210796,1515,1204,28349192764816
HyperLogLog,10,2,260,87336891,803,5902,28299186811204
HyperLogLog,10,3,416,78915485,781,94442,27365014020964
HyperLogLog,10,4,516,74330658,847,5218716,11424189456
HyperLogLog,10,5,688,79674496,743,5349595,575760025
HyperLogLog,10,6,824,78927149,845,5349590,575520100
HyperLogLog,11,1,260,70071104,1613,2408,28336373068864
HyperLogLog,11,2,516,77973132,1258,11811,28236353536521
HyperLogLog,11,3,824,82693261,1367,188984,26384823931456
HyperLogLog,11,4,1028,75365034,1341,5137003,35568828409
HyperLogLog,11,5,1372,79102796,1272,5167090,25125420100
HyperLogLog,11,6,1644,78306518,1259,5167092,25124786064
HyperLogLog,12,1,516,70874056,2798,4815,28310753016225
HyperLogLog,12,2,1028,73815051,2243,23629,28110896484841
HyperLogLog,12,3,1644,79490901,2264,378069,24478062995961
HyperLogLog,12,4,2052,74215422,2272,5233527,8477437329
HyperLogLog,12,5,2736,80270634,2151,5241552,7064066304
HyperLogLog,12,6,3284,80978713,2203,5241552,7064066304
HyperLogLog,13,1,1028,70625422,4712,9636,28259473249296
HyperLogLog,13,2,2052,74307854,20615,47264,27860830928896
HyperLogLog,13,3,3284,79636414,4263,756238,20879069087044
HyperLogLog,13,4,4100,81111036,4266,5342154,274034916
HyperLogLog,13,5,5468,78414037,4152,5344131,343397961
HyperLogLog,13,6,6560,85402572,4795,5344131,343397961
HyperLogLog,14,1,2052,82008372,10557,19269,28157148681561
HyperLogLog,14,2,4100,84749124,7856,94536,27364030572096
HyperLogLog,14,3,6560,79032555,7867,1502033,14619664603489
HyperLogLog,14,4,8196,88126460,9726,5311416,201185856
HyperLogLog,14,5,10928,81224721,7841,5311901,187662601
HyperLogLog,14,6,13112,95121662,9260,5311901,187662601
HyperLogLog,15,1,4100,82196809,20402,38541,27952992869481
HyperLogLog,15,2,8196,76194362,15309,189078,26383858256484
HyperLogLog,15,3,13112,87248584,18588,2765867,6552233031289
HyperLogLog,15,4,16388,90020742,18538,5303724,478559376
HyperLogLog,15,5,21852,96327983,20660,5303839,473541121
HyperLogLog,15,6,26220,108688890,19494,5303839,473541121
HyperLogLog,16,1,8196,83628862,38054,77087,27546888711169
HyperLogLog,16,2,16388,75309676,30455,378162,24477142763844
HyperLogLog,16,3,26220,81493363,30612,4119602,1454431176004
HyperLogLog,16,4,32772,77820339,31277,5293833,1009142289
HyperLogLog,16,5,43696,83092731,29990,5293864,1007173696
HyperLogLog,16,6,52436,87283345,30918,5293864,1007173696
HashSet,0,0,75497520,675164524,72,5325600,0
HyperLogLog,4,1,8,6585139,502,18,271082670336
HyperLogLog,4,2,8,6758861,349,86,271011865744
HyperLogLog,4,3,12,6870003,392,1378,269668335616
HyperLogLog,4,4,12,6315500,227,313640,42863077156
HyperLogLog,4,5,16,6659772,331,519129,2387025
HyperLogLog,4,6,20,6375867,510,519129,2387025
HyperLogLog,5,1,8,5704415,684,36,271063927044
HyperLogLog,5,2,12,5642927,360,178,270916086016
HyperLogLog,5,3,20,5715003,326,2854,268137552400
HyperLogLog,5,4,20,5016854,331,441272,6304677604
HyperLogLog,5,5,28,6060200,348,505332,235376964
HyperLogLog,5,6,32,5539634,239,505332,235376964
HyperLogLog,6,1,12,5315692,620,74,271024360000
HyperLogLog,6,2,20,5769753,414,363,270723536721
HyperLogLog,6,3,32,6041250,460,5808,265086997956
HyperLogLog,6,4,36,6172709,404,493058,762643456
HyperLogLog,6,5,48,6849907,369,519469,1452025
HyperLogLog,6,6,56,6661472,596,519469,1452025
HyperLogLog,7,1,20,5752953,971,149,270946275625
HyperLogLog,7,2,36,6139472,424,732,270339683364
HyperLogLog,7,3,56,6821537,603,11718,259036209936
HyperLogLog,7,4,68,6311781,742,474669,2116460025
HyperLogLog,7,5,92,7229859,414,480864,1584836100
HyperLogLog,7,6,108,6780597,374,480864,1584836100
HyperLogLog,8,1,36,6018191,688,300,270789099876
HyperLogLog,8,2,68,6193162,423,1471,269571755209
HyperLogLog,8,3,108,6708224,544,23536,247146191044
HyperLogLog,8,4,132,6134992,735,507394,176358400
HyperLogLog,8,5,176,6409887,374,508727,142730809
HyperLogLog,8,6,212,6546057,460,508727,142730809
HyperLogLog,9,1,68,5564764,779,601,270475925329
HyperLogLog,9,2,132,5206547,436,2948,268040211076
HyperLogLog,9,3,212,5395348,442,47171,224205091009
HyperLogLog,9,4,260,5261098,451,529130,71503936
HyperLogLog,9,5,348,5647223,627,529561,78978769
HyperLogLog,9,6,416,5582152,580,529560,78960996
HyperLogLog,10,1,132,4972280,1014,1204,269849080900
HyperLogLog,10,2,260,5213460,810,5902,264990211984
HyperLogLog,10,3,416,5587844,697,94442,181673717824
HyperLogLog,10,4,516,5211293,695,528714,64641600
HyperLogLog,10,5,688,5579462,653,528845,66765241
HyperLogLog,10,6,824,5512243,768,528845,66765241
HyperLogLog,11,1,260,4942036,1450,2408,268599646756
HyperLogLog,11,2,516,5131520,1158,11811,258941552769
HyperLogLog,11,3,824,5629756,1194,185809,112134568225
HyperLogLog,11,4,1028,5198306,1394,528175,56265001
HyperLogLog,11,5,1372,5573281,1231,528214,56851600
HyperLogLog,11,6,1644,5903786,1072,528214,56851600
HyperLogLog,12,1,516,4887384,2542,4815,266110507881
HyperLogLog,12,2,1028,5197234,2032,23629,247053732025
HyperLogLog,12,3,1644,5566932,2241,323157,39012965289
HyperLogLog,12,4,2052,5431471,2122,523399,7425625
HyperLogLog,12,5,2736,5641123,2274,523409,7480225
HyperLogLog,12,6,3284,5663127,1983,523409,7480225
HyperLogLog,13,1,1028,4989606,4707,9636,261159837444
HyperLogLog,13,2,2052,5217285,3954,47264,224117028100
HyperLogLog,13,3,3284,5526867,4088,436152,7143968484
HyperLogLog,13,4,4100,5453213,4057,514491,38229489
HyperLogLog,13,5,5468,5969286,4091,514493,38204761
HyperLogLog,13,6,6560,5850777,4274,514493,38204761
HyperLogLog,14,1,2052,5028417,8968,19269,251406974025
HyperLogLog,14,2,4100,5339426,7647,94507,181618311889
HyperLogLog,14,3,6560,5848208,7785,498422,495151504
HyperLogLog,14,4,8196,5584082,7930,524018,11182336
HyperLogLog,14,5,10928,5982276,7620,524018,11182336
HyperLogLog,14,6,13112,5936057,7828,524018,11182336
HyperLogLog,15,1,4100,5076397,17363,38541,232452229689
HyperLogLog,15,2,8196,5616070,14767,185700,112207580676
HyperLogLog,15,3,13112,6103454,15417,516503,17397241
HyperLogLog,15,4,16388,5898425,15779,523426,7573504
HyperLogLog,15,5,21852,6163487,15018,523426,7573504
HyperLogLog,15,6,26220,6487790,15218,523426,7573504
HyperLogLog,16,1,8196,5331884,34318,77046,196805802384
HyperLogLog,16,2,16388,6031032,29829,322559,39249553225
HyperLogLog,16,3,26220,7198236,31062,521602,861184
HyperLogLog,16,4,32772,6494867,31413,523425,7568001
HyperLogLog,16,5,43696,7070592,29706,523425,7568001
HyperLogLog,16,6,52436,6949101,30080,523425,7568001
HashSet,0,0,9437232,22457231,40,520674,0
HyperLogLog,4,1,8,56303342,511,18,14289496221025
HyperLogLog,4,2,8,50957894,270,86,14288982125929
HyperLogLog,4,3,12,52368939,290,1378,14279216076225
HyperLogLog,4,4,12,54295753,511,352845,11746508673124
HyperLogLog,4,5,16,53053047,312,5053344,1620989858761
HyperLogLog,4,6,20,48558211,338,5018251,1532861895744
HyperLogLog,5,1,8,45917618,519,36,14289360136129
HyperLogLog,5,2,12,47295975,345,178,14288286600225
HyperLogLog,5,3,20,50499716,365,2854,14268063281481
HyperLogLog,5,4,20,45103096,388,730857,9298267081636
HyperLogLog,5,5,28,49344451,330,4812849,1066440374596
HyperLogLog,5,6,32,50174939,277,4820599,1082507070096
HyperLogLog,6,1,12,44684350,885,74,14289072847921
HyperLogLog,6,2,20,46554053,314,363,14286888040000
HyperLogLog,6,3,32,51320611,748,5808,14245755666025
HyperLogLog,6,4,36,54594131,418,1486880,5259146918089
HyperLogLog,6,5,48,64138772,390,4261906,232076318049
HyperLogLog,6,6,56,58666040,405,4261160,231358114009
HyperLogLog,7,1,20,51879231,783,149,14288505840196
HyperLogLog,7,2,36,54474730,435,732,14284098683761
HyperLogLog,7,3,56,57819110,417,11718,14201177718025
HyperLogLog,7,4,68,54511765,389,2493558,1655352426025
HyperLogLog,7,5,92,60885094,407,4159165,143642516004
HyperLogLog,7,6,108,63368001,393,4158813,143375822500
HyperLogLog,8,1,36,53125249,679,300,14287364298769
HyperLogLog,8,2,68,50691710,476,1471,14278513230864
HyperLogLog,8,3,108,49902043,486,23536,14112246417129
HyperLogLog,8,4,132,45724707,496,3200163,336400000000
HyperLogLog,8,5,176,48067483,392,3720738,3531330625
HyperLogLog,8,6,212,49384682,428,3720738,3531330625
HyperLogLog,9,1,68,44120498,724,601,14285088911844
HyperLogLog,9,2,132,49360054,654,2948,14267353156225
HyperLogLog,9,3,212,48803948,572,47171,13935229272064
HyperLogLog,9,4,260,46561656,668,3569798,44253433225
HyperLogLog,9,5,348,56577034,700,3728914,2626460001
HyperLogLog,9,6,416,62437390,684,3728897,2628202756
HyperLogLog,10,1,132,49276972,1061,1204,14280531123681
HyperLogLog,10,2,260,46159223,771,5902,14245046096121
HyperLogLog,10,3,416,48995220,783,94442,13584539289841
HyperLogLog,10,4,516,46355128,814,3760837,373494276
HyperLogLog,10,5,688,49689238,712,3811563,985960000
HyperLogLog,10,6,824,48474257,833,3811565,986085604
HyperLogLog,11,1,260,43798261,1631,2408,14271432840025
HyperLogLog,11,2,516,45723016,1313,11811,14200476795904
HyperLogLog,11,3,824,49471016,1273,188984,12896566610041
HyperLogLog,11,4,1028,46424922,1255,3735720,1975180249
HyperLogLog,11,5,1372,49655069,1468,3747042,1097000641
HyperLogLog,11,6,1644,63221915,1639,3747042,1097000641
HyperLogLog,12,1,516,55099488,2971,4815,14253252521104
HyperLogLog,12,2,1028,47496461,2239,23629,14111547693156
HyperLogLog,12,3,1644,49836267,2216,378069,11574243584836
HyperLogLog,12,4,2052,46746219,2612,3765989,200902276
HyperLogLog,12,5,2736,52832363,2199,3769066,123143409
